得意先ＣＤ,得意先名,得意先名カナ,得意先名略称,郵便番号,住所１,住所２,電話番号,ＦＡＸ,売掛現金区分,電話確認区分,締区分,締日１,締日２,締日３,締日４,支払サイト,支払日,集金区分,請求先ＣＤ,ＷＥＢ表示区分,取扱区分,帳票出力順,ＩＤ,パスワード,備考,数量確定フラグ,税区分,軽減税率区分,部署ＣＤ,修正担当者ＣＤ,修正日
3000,はこぶね幼稚園,ハコブネ,はこぶね幼稚園,811-2308,福岡県糟屋郡粕屋町内橋字一本木22,,092-938-1230,092-938-1236,1,0,0,99,0,0,0,0,99,1,3000,0,0,130,,,,1,1,0,1,2,2014/10/30 16:39:31
3001,はこぶね幼稚園　別注,ハコブネ,はこぶね幼稚園　別注,811-2308,福岡県糟屋郡粕屋町内橋字一本木22,,092-938-1230,092-938-1236,1,0,0,99,0,0,0,1,99,1,3001,0,0,131,,,,1,1,0,1,2,2014/10/30 16:39:37
3003,はこぶね認定こども園,ハコブネﾆﾝﾃｲｺﾄﾞﾓｴﾝ,はこぶね認定こども園,811-2308,福岡県糟屋郡粕屋町内橋字一本木22,,092-938-1230,092-938-1236,1,0,0,99,0,0,0,0,99,1,3003,0,0,130,,,,1,1,0,1,2,2015/04/08 9:27:08
3010,はこぶね認定こども園　別注,ハコブネﾆﾝﾃｲｺﾄﾞﾓｴﾝ ﾍﾞｯﾁｭｳ,はこぶね認定こども園別注,811-2308,福岡県糟屋郡粕屋町内橋字一本木22,,092-938-1230,092-938-1236,1,0,0,99,0,0,0,0,99,1,3010,0,0,130,,,,1,1,0,1,3,2015/08/05 8:50:34
3100,笹丘カトリック幼稚園,ササオカ,笹丘カトリック幼稚園,810-0034,福岡県福岡市中央区笹丘１丁目17-51,,092-713-0019,092-713-0089,1,0,0,99,0,0,0,1,99,1,3100,0,0,180,予備,2,,0,1,0,1,2,2025/09/02 13:40:33
3101,笹丘カトリック幼稚園（別注）,ｻｻｵｶｶﾄﾘｯｸﾖｳﾁｴﾝ(ﾍﾞｯﾁｭｳ),笹丘カトリック　（別注）,810-0034,福岡県福岡市中央区笹丘１丁目17-51,,092-713-0019,092-713-0089,1,0,0,99,0,0,0,1,99,1,3101,0,0,181,,,,1,1,0,1,2,2025/09/02 13:40:52
3200,キッズ・キッズ　長丘,キッズナガオカ,キッズ・キッズ　長丘,815-0075,福岡県福岡市南区長丘4-3-36,,092-542-0006,092-542-0006,1,0,0,99,0,0,0,1,99,1,3200,0,0,175,,,,1,1,0,1,2,2014/10/30 16:39:54
3300,株式会社アマテラス,アマテラス,株式会社アマテラス,810-0044,福岡市中央区六本松3丁目11-25　谷口ビル2F,,092-712-0777,,1,0,0,99,0,0,0,1,99,1,3300,0,0,464,,,,1,1,0,1,9,2015/03/09 15:48:36
3400,小笹幼稚園,オザサ,小笹幼稚園　　,810-0033,福岡県福岡市中央区小笹５－１６－３５,,092-531-3374,092-531-3374,1,0,0,99,0,0,0,1,99,1,3400,0,0,190,,,,0,1,0,1,2,2024/10/22 16:22:19
3401,小笹幼稚園（別注）,オザサ,小笹幼稚園（別注）,,,,092-531-3374,092-531-3374,1,0,0,99,0,0,0,1,99,1,3401,0,0,191,,,,0,1,0,1,2,2015/06/04 10:51:38
3500,慶光ブライトンアカデミー,ケイコウ,慶光ブライトンアカデミー,814-0153,福岡県福岡市城南区樋井川２－１１－２７,,092-801-6666,,1,0,0,99,0,0,0,1,99,1,3500,0,0,200,,,,1,1,0,1,2,2014/10/30 16:39:59
3600,若久幼稚園,ワカヒサ,若久幼稚園,815-0042,福岡県福岡市南区若久１－２２－７,,092-542-0415,092-561-2116,1,0,0,99,0,0,0,1,99,1,3600,0,0,210,,,,0,1,0,1,5,2012/01/18 14:45:57
3601,若久幼稚園（別注）,ワカヒサ,若久幼稚園（別注）,,,,092-542-0415,092-561-2116,1,0,0,99,0,0,0,1,99,1,3601,0,0,211,,,,1,1,0,1,2,2015/01/22 11:17:22
3700,大橋幼稚園,オオハシ,大橋幼稚園,815-0033,福岡県福岡市南区大橋３－８－２,,092-541-3072,092-541-3143,1,0,0,99,0,0,0,1,99,1,3700,0,0,220,,,,1,1,0,1,6,2022/06/08 12:06:53
3701,大橋幼稚園（別注）,オオハシ,大橋幼稚園（別注）,,,,092-541-3072,092-541-3143,1,0,0,99,0,0,0,1,99,1,3701,0,0,221,,,,1,1,0,1,2,2015/01/22 11:17:36
3800,学校法人　石田学園　山王幼稚園,サンノウ,山王幼稚園,812-0015,福岡県福岡市博多区山王１－５－３６,,092-441-2800,092-472-1390,1,0,0,99,0,0,0,1,99,1,3800,0,0,30021,,,,1,1,0,1,2,2024/04/26 13:56:19
3801,山王幼稚園　（別注）,サンノウ,山王幼稚園　（別注）,,,,092-441-2800,092-472-1390,1,0,0,99,0,0,0,1,99,1,3801,0,0,30021,,,,1,1,0,1,2,2024/06/18 13:17:36
3900,塩原幼稚園,シオバル,塩原幼稚園,815-0032,福岡県福岡市南区塩原2-4-30,,092-541-1547,092-541-1547,1,0,0,99,0,0,0,1,99,1,3900,0,0,240,,,,0,1,0,1,5,2012/01/18 14:46:14
3901,塩原幼稚園　別注,ｼｵﾊﾞﾙﾖｳﾁｴﾝ ﾍﾞﾂﾁｭｳ,塩原幼稚園,815-0032,福岡県福岡市南区塩原2-4-30,,092-541-1547,092-541-1547,1,0,0,99,0,0,0,1,99,1,3901,0,0,241,,,,1,1,0,1,3,2016/06/22 16:15:59
3902,塩原　つぼみ組火・木クラス,ｼｵﾊﾞﾙﾂﾎﾞﾐｸﾐｶ･ｷｸﾗｽ,塩原つぼみ組火・木,815-0032,福岡市南区塩原２－４－３０,,541-1547,541-1547,1,0,0,99,0,0,0,1,99,1,3902,0,0,241,,,,0,1,0,1,2,2016/05/06 15:53:51
3903,塩原幼稚園　先生用,シオバル ｾﾝｾｲﾖｳ,塩原幼稚園　先生用,815-0032,福岡県福岡市南区塩原2-4-30,,092-541-1547,092-541-1547,1,0,0,99,0,0,0,1,99,1,3903,0,0,240,,,,0,1,0,1,2,2015/04/07 15:55:35
3904,塩原幼稚園　現金,シオバル ｹﾞﾝｷﾝ,塩原幼稚園,815-0032,福岡県福岡市南区塩原2-4-30,,092-541-1547,092-541-1547,1,0,0,99,0,0,0,1,99,1,3904,0,0,240,,,,0,1,0,1,2,2015/08/04 9:57:05
3905,塩原　つぼみ組水・金クラス,ｼｵﾊﾞﾙﾂﾎﾞﾐｸ,塩原つぼみ組水・金,815-0032,福岡市南区塩原２－４－３０,,541-1547,541-1547,1,0,0,99,0,0,0,1,99,1,3905,0,0,241,,,,0,1,0,1,2,2016/05/06 15:54:11
3906,塩原幼稚園（先生）,ｼｵﾊﾞﾙﾖｳﾁｴﾝ(ｾﾝｾｲ),塩原幼稚園（先生）,815-0032,福岡市南区塩原２－４－３０,,541-1547,541-1547,1,0,0,99,0,0,0,1,99,1,3906,0,0,241,,,,0,0,0,1,6,2020/08/04 13:12:50
4000,春日小鳩幼稚園,コバト,春日小鳩幼稚園,816-0861,福岡県春日市岡本１－８６,,092-581-5905,092-581-5771,1,0,0,99,0,0,0,1,99,1,4000,0,0,30010,,,,1,1,0,1,2,2023/04/22 11:04:23
4001,春日小鳩幼稚園（別注）,コバト,春日小鳩幼稚園（別注）,,,,092-581-5905,092-581-5771,1,0,0,99,0,0,0,1,99,1,4001,0,0,30010,,,,1,1,0,1,2,2021/06/21 11:56:04
4100,正光寺ひかり幼稚園,ヒカリ,正光寺ひかり幼稚園,816-0087,福岡県福岡市博多区三筑２－３１－１,,092-581-1959,095-582-9650,1,0,0,99,0,0,0,1,99,1,4100,0,0,370,,,,0,1,0,1,2,2015/02/06 12:51:06
4101,正光寺ひかり幼稚園（別注）,ヒカリ,正光寺ひかり幼稚園（別注）,,,,092-581-1959,095-582-9650,1,0,0,99,0,0,0,1,99,1,4101,0,0,371,,,,1,1,0,1,2,2015/01/22 11:16:16
4200,社会福祉法人　愛育の森,ｼｬｶｲﾌｸｼﾎｳｼﾞﾝ ｱｲｲｸﾉﾓﾘ,愛育の森,816-0862,福岡県春日市弥生2-43,,092-582-7595,092-581-7916,1,0,0,99,0,0,0,1,99,1,4200,0,0,300,,,,1,1,0,1,5,2015/06/01 16:50:39
4201,ふくようスポーツクラブ,ﾌｸﾖｳｽﾎﾟｰﾂｸﾗﾌﾞ,ふくようスポーツクラブ,816-0862,福岡県春日市弥生2-40,,092-581-7700,092-581-7916,1,0,0,99,0,0,0,1,99,1,4201,0,0,0,,,,1,1,0,1,6,2020/10/20 15:04:46
4202,社会福祉法人　愛育の森,ｼｬｶｲﾎｳｼﾞﾝ ｱｲｲｸﾉﾓﾘ,愛育の森,816-0862,福岡県春日市弥生2-43,,092-582-7595,092-581-7916,1,0,0,99,0,0,0,1,99,1,4202,0,0,300,,,,1,1,0,1,6,2015/06/04 9:53:27
4203,社会福祉法人　愛育の森,アイイクｼｬｶｲﾌｸｼﾎｳｼﾞﾝ ｱｲｲｸﾉﾓﾘ,愛育の森,816-0862,福岡県春日市弥生2-43,,092-582-7595,092-581-7916,1,0,0,99,0,0,0,1,99,1,4203,0,0,300,,,,1,1,0,1,3,2015/05/22 11:50:03
4300,けご幼稚園,ケゴ,けご幼稚園,810-0024,福岡県福岡市中央区桜坂１丁目10-17,,092-751-1503,092-751-1520,1,0,0,99,0,0,0,1,99,1,4300,0,0,213,,,,0,1,0,1,2,2012/04/03 13:42:56
4301,けご幼稚園（別注）1,ケゴ1,けご幼稚園（別注）1,,,,092-751-1503,092-751-1520,1,0,0,99,0,0,0,1,99,1,4301,0,0,0,,,,0,1,0,1,2,2014/07/23 16:20:45
4302,有限会社　エム.エー.ディ,ｴﾑ.ｴｰ.ﾃﾞｨ,ｴﾑ.ｴｰ.ﾃﾞｨ（けご幼ｻｯｶｰｸﾗﾌ,,,,092-751-1503,092-751-1520,1,0,0,99,0,0,0,1,99,1,4302,0,0,0,,,,0,1,0,1,2,2016/06/21 13:51:50
4303,けご幼稚園（別注）2,ケゴ2,けご幼稚園（別注）2,,,,092-751-1503,092-751-1520,1,0,0,99,0,0,0,1,99,1,4303,0,0,0,,,,0,1,0,1,2,2018/11/01 13:44:14
4310,ＮＰＯ法人　アメイシャ,NPOﾎｳｼﾞﾝ ｱﾒｲｼｬ,ｱﾒｲｼｬ,,,,,,1,0,0,99,0,0,0,1,99,1,4310,0,0,0,,,,1,1,0,1,2,2015/07/15 14:06:58
4400,江辻キッズガーデン保育園,エツジ,江辻,811-2313,福岡県糟屋郡粕屋町江辻553-6,,092-938-1001,,1,0,0,99,0,0,0,1,99,1,4400,0,0,450,,,,0,1,0,1,5,2012/01/18 14:46:45
4500,やない小児科　デイケアルｰム,ヤナイ,やない,811-1362,福岡市南区長住7-4-21,,092-551-6337,092-551-6333,1,0,0,99,0,0,0,1,99,1,4500,0,0,440,,,,0,1,0,1,5,2012/01/18 14:46:48
4600,悠香,ﾕｳｶ,悠香,816-0912,福岡県大野城市御笠川5-10-18,,092-503-0730,,1,0,0,99,0,0,0,0,0,1,4600,0,0,460,,,,1,1,0,1,6,2016/02/24 15:08:46
4700,はたなか,ﾊﾀﾅｶ,はたなか,,,,,,1,0,0,99,0,0,0,1,0,1,4700,0,0,29999,,,,0,1,0,1,2,2023/01/23 18:46:50
4800,社食,ｼｬｼｮｸ,社食,,,,,,1,0,0,99,0,0,0,1,0,1,4800,0,0,29999,,,,0,1,0,1,2,2023/01/23 18:46:41
4900,エンジェルキッズ保育園,ｴﾝｼﾞｪﾙｷｯｽﾞﾎｲｸｴﾝ,エンジェルキッズ,,,,,,1,0,0,99,0,0,0,0,0,1,4900,0,0,490,,,,1,1,0,1,2,2014/10/30 16:40:40
5000,高宮キッズ保育園,ﾀｶﾐﾔｷｯｽﾞﾎｲｸｴﾝ,高宮キッズ,815-0083,福岡市南区高宮５丁目８番２号,,092-406-5688,092-406-5688,1,0,0,99,0,0,0,1,0,1,5000,0,0,463,,,,1,1,0,1,2,2014/10/30 16:40:47
5100,雙葉小学校,ﾌﾀﾊﾞｼｮｳｶﾞｯｺｳ,雙葉小学校　web,810-0027,福岡市中央区御所ｹ谷7番１号,,092-531-1215,092-531-1245,1,0,0,99,0,0,0,1,0,1,5100,0,0,0,予備,1,,0,0,0,1,2,2025/09/10 15:59:04
5101,雙葉小学校,ﾌﾀﾊﾞｼｮｳｶﾞｯｺｳ,雙葉小学校,810-0027,福岡市中央区御所ｹ谷7番１号,,092-531-1215,092-531-9728,1,0,0,99,0,0,0,1,0,1,5101,0,0,0,,,,0,0,0,1,6,2019/10/30 9:37:28
5102,雙葉小学校　先生,ﾌﾀﾊﾞｼｮｳｶﾞｯｺｳ ｾﾝｾｲ,雙葉小学校　先生,810-0027,福岡市中央区御所ｹ谷7番１号,,092-531-1215,092-531-9728,1,0,0,99,0,0,0,1,0,1,5102,0,0,0,,,,0,0,0,1,7,2024/10/21 15:54:00
5200,乙金病院院内保育所,ｵﾄｶﾞﾈﾋﾞｮｳｲ,乙金病院院内保育所,816-0901,大野城市乙金東2-17-10,ジェイネットビル１F,092-558-5095,092-558-5095,1,0,0,99,0,0,0,0,0,1,5200,0,0,465,,,,1,1,0,1,9,2016/08/29 13:22:49
5201,医療法人　同仁会　乙金病院院内保育所,ｲﾘｮｳﾎｳｼﾞﾝﾄﾞｳｼﾞﾝｶｲｵﾄｶﾞﾈﾋﾞｮｳｲﾝｲﾝ,乙金病院院内保育所,816-0901,大野城市乙金東2-17-10,ジェイネットビル1F,092-588-5095,092-588-5095,1,0,0,99,0,0,0,0,0,1,5201,0,0,0,,,,1,1,0,1,2,2014/10/30 16:40:56
5300,吉塚市民病院,ﾖｼﾂﾞｶｼﾐﾝﾋﾞｮｳｲﾝ,吉塚市民病院,,,,,,1,0,0,99,0,0,0,1,99,1,5300,0,0,475,,,,0,1,0,1,2,2012/03/27 13:45:17
5400,かなやま幼稚園,ｶﾅﾔﾏﾖｳﾁｴﾝｶﾅﾔﾏ,かなやま幼稚園,814-0114,福岡市城南区金山団地23-1,,092-871-1463,092-871-2900,1,0,0,99,0,0,0,1,99,1,5400,0,0,30010,,,,0,1,0,1,2,2023/04/22 11:02:04
5500,河合塾,ｶﾜｲｼﾞｭｸ,河合塾,,,,,,0,0,0,99,0,0,0,0,99,1,5500,0,0,476,,,,0,1,0,1,2,2012/04/03 15:37:24
5600,ちいさこべ幼稚園,ﾁｲｻｺﾍﾞﾖｳﾁｴﾝ,ちいさこべ幼稚園,818-0135,福岡県太宰府市向佐野81番地,,092-922-3313,092-922-7518,1,0,0,99,0,0,0,1,99,1,5600,0,0,335,,,,0,1,0,1,5,2012/06/19 14:03:10
5601,ちいさこべ　幼稚園,ﾁｲｻｺﾍﾞ ﾖｳﾁｴﾝ,ちいさこべ,818-0135,福岡県太宰府市向佐野81番地,,092-922-3313,092-922-7518,1,0,0,99,0,0,0,1,99,1,5601,0,0,335,,,,0,1,0,1,5,2012/07/02 15:47:43
5700,わくわくキッズランド赤坂,ﾜｸﾜｸｷｯｽﾞﾗﾝﾄﾞｱｶｻｶ,わくわく赤坂,,福岡市中央区赤坂3-6-43,メイけやき２Ｆ,092-725-3420,,1,0,0,99,0,0,0,1,99,1,5700,0,0,466,,,,0,1,0,1,2,2012/08/02 11:06:07
5800,社会福祉法人信正会　もみじの森保育園,ﾓﾐｼﾞﾉﾓﾘﾎｲｸｴﾝ,もみじの森保育園,819-0371,福岡県福岡市西区大字飯氏868-1,,092-805-5511,092-805-5512,1,0,0,99,0,0,0,1,99,1,5800,0,0,0,,,,0,1,0,1,5,2012/09/03 15:11:34
5805,古賀工業　株式会社,ｺｶﾞｺｳｷﾞｮｳ ｶﾌﾞｼｷｶｲｼｬ,,810-0011,福岡県福岡市中央区六本松３丁目１２番１４号,,,,1,0,0,99,0,0,0,1,99,1,5805,0,0,0,,,,0,1,0,1,2,2012/10/03 13:18:59
5900,リリィ保育園,ﾘﾘｨﾎｲｸｴﾝ,リリィ保育園,811-1241,福岡県那珂川市後野２丁目８－２８－１０２,,092-952-9292,,1,0,0,99,0,0,0,1,99,1,5900,0,0,260,,,,0,1,0,1,2,2025/05/08 10:22:04
6000,キッズサポート千代保育園,ｷｯｽﾞｻﾎﾟｰﾄﾁﾖﾎｲｸｴﾝ,キッズ千代,812-0044,福岡県博多区千代1-2-4-1F,,631-1333,631-1333,1,0,0,99,0,0,0,1,99,1,6000,0,0,99,,,,0,1,0,1,5,2012/09/04 9:34:50
6100,学校法人　汀幼稚園,ﾐｷﾞﾜﾖｳﾁｴﾝ,汀幼稚園,810-0062,福岡県福岡市中央区荒戸２丁目５番１１号,,092-761-0470,,1,0,0,99,0,0,0,1,99,1,6100,0,0,467,,,"
",0,1,0,1,2,2014/06/09 11:44:55
6101,学校法人　汀幼稚園,ﾐｷﾞﾜﾖｳﾁｴﾝ,みぎわ,810-0062,福岡県福岡市荒戸２丁目５番１１号,,092-761-0470,,1,0,0,99,0,0,0,1,99,1,6101,0,0,468,,,,0,1,0,1,5,2012/10/01 10:16:29
6200,豊庄保育園,ﾎｳｼｮｳﾎｲｸｴﾝ,豊庄保育園,,,,,,1,0,0,99,0,0,0,1,99,1,6200,0,0,0,,,,0,1,0,1,2,2012/10/03 15:11:55
6300,こぐま園,ｺｸﾞﾏｴﾝ,こぐま園,812-0854,福岡県福岡市博多区東月隈3丁目19-14,,092-503-3088,,1,0,0,99,0,0,0,1,99,1,6300,0,0,155,,,,1,1,0,1,2,2015/09/09 15:02:06
6301,こぐま園　別注,ｺｸﾞﾏｴﾝ ﾍﾞｯﾁｭｳ,こぐま園,812-0854,福岡県福岡市博多区東月隈３丁目,１９－１４,092-503-3088,,1,0,0,99,0,0,0,1,99,1,6301,0,0,155,,,,0,1,0,1,2,2014/10/20 15:18:10
6400,つくし保育園,ﾂｸｼﾎｲｸｴﾝｼ,つくし保育園,812-0888,福岡県福岡市博多区板付7丁目3-16,,092-571-2572,092-571-2573,1,0,0,99,0,0,0,1,99,1,6400,0,0,0,,,,0,1,0,1,2,2013/04/15 13:47:34
6402,つくし保育園（先生用）,ﾂｸｼﾎｲｸｴﾝ(ｾﾝｾｲﾖｳ),,812-0888,福岡市博多区板付７丁目3-16,,571-2572,,1,0,0,99,0,0,0,1,99,1,6402,0,0,0,,,,0,1,0,1,5,2013/01/21 13:24:46
6500,社会福祉法人　光輪会　みそら保育園,ｼｬｶｲﾌｸｼﾎｳｼﾞﾝ ｺｳﾘﾝｶｲ ﾐｿﾗﾎｲｸｴﾝ,みそら保育園,812-0061,福岡市東区筥松4丁目2-21,,092-622-0270,092-622-0311,1,0,0,99,0,0,0,1,99,1,6500,0,0,0,,,,0,1,0,1,3,2012/12/19 11:04:38
6600,学校法人福岡幼児学園　ナーサリーライムスクール,ﾅｰｻﾘｰﾗ,ナーサリーライムスクール,814-0175,福岡県福岡市早良区田村,6-21-7,092-801-4302,,1,0,0,99,0,0,0,1,99,1,6600,0,0,1,,,,0,1,0,1,2,2022/07/07 12:07:15
6602,学校法人福岡幼児学園　ナーサリーライムスクール　職員用,ｶﾞｯｺｳﾎｳｼﾞﾝﾌｸｵｶﾖｳｼﾞｶﾞｸｴﾝ ﾅｰｻﾘｰﾗ,ナーサリーライムスクール,814-0175,福岡県福岡市早良区田村,6-21-7,092-801-4302,092-801-4195,1,0,0,99,0,0,0,1,99,1,6602,0,0,0,,,,1,1,0,1,2,2016/07/25 9:08:01
6603,学校法人福岡幼児学園　職員用,ｶﾞｯｺｳﾎｳｼﾞﾝﾌｸｵｶﾖｳｼﾞｶﾞｸｴﾝ ｼｮｸｲﾝﾖ,ナーサリーライムスクール,814-0175,福岡県福岡市早良区田村,6-21-7,092-801-4302,092-801-4195,1,0,0,99,0,0,0,1,99,1,6603,0,0,0,,,,1,1,0,1,2,2016/07/25 9:08:32
6604,学校法人福岡幼児学園　実習生用,ｶﾞｯｺｳﾎｳｼﾞﾝﾌｸｵｶﾖｳｼﾞｶﾞｸｴﾝ ｼﾞｯｼｭｳ,ナーサリーライムスクール,814-0175,福岡県福岡市早良区田村,6-21-7,092-801-4302,092-801-4195,1,0,0,99,0,0,0,1,99,1,6604,0,0,0,,,,1,1,0,1,2,2016/07/25 9:08:55
6700,福岡女学院幼稚園,ﾌｸｵｶｼﾞｮｶﾞｸｲﾝﾖｳﾁｴﾝ,女学院幼稚園,811-1313,福岡県福岡市南区日佐3丁目42-1,,092-575-2472,092-575-2472,1,0,0,99,0,0,0,1,99,1,6700,0,0,331,,,"
",1,1,0,1,2,2025/09/08 11:26:24
6701,福岡女学院幼稚園　別注,ﾌｸｵｶｼﾞｮｶﾞｸｲﾝﾖｳﾁｴﾝ ﾍﾞｯﾁｭｳ,女学院　別注,811-1313,福岡市南区日佐3丁目42-1,,092-575-2472,092-575-2472,1,0,0,99,0,0,0,0,99,1,6701,0,0,331,,,,0,1,0,1,2,2014/06/02 10:00:01
6800,木村病院,ｷﾑﾗﾋﾞｮｳｲﾝ,木村病院,,,,,,1,0,0,99,0,0,0,0,0,1,6800,0,0,680,,,,0,1,0,1,2,2013/02/19 9:46:03
6900,福岡海星女子学院マリア幼稚園,ﾌｸｵｶｶｲｾｲｼﾞｮｼｶﾞｸｲﾝﾏﾘｱﾖｳﾁｴﾝ,マリア幼稚園,811-1346,福岡市南区老司5-29-3,,092-565-0951,092-565-0991,1,0,0,99,0,0,0,1,99,1,6900,0,0,205,,,,0,1,0,1,6,2018/10/01 16:56:35
6901,福岡海星女子学院マリア幼稚園(別注）,ﾌｸｵｶｶｲｾｲｼﾞｮｼｶﾞｸｲﾝﾏﾘｱﾖｳﾁｴﾝ(ﾍﾞﾂﾁ,マリア幼稚園　別注,811-1346,福岡市南区老司5-29-3,,092-565-0951,092-565-0991,1,0,0,99,0,0,0,1,99,1,6901,0,0,206,,,,0,1,0,1,5,2013/05/15 11:33:12
6902,福岡海星女子学院マリア幼稚園,ﾌｸｵｶｶｲｾｲｼﾞｮｼｶﾞｸｲﾝﾏﾘｱﾏﾘｱﾖｳﾁｴﾝ,マリア幼稚園,811-1346,福岡市南区老司5-29-3,,092-565-0951,092-565-0991,1,0,0,99,0,0,0,1,99,1,6902,0,0,207,,,,0,1,0,1,5,2013/05/15 11:29:11
6903,海星小学校,ﾌｶｲｾｲｼｮｳｶﾞｯｺｳ,海星小学校,811-1346,福岡市南区老司5-29-3,,092-565-0951,092-565-0991,1,0,0,99,0,0,0,1,99,1,6903,0,0,207,,,,0,1,0,1,2,2014/08/22 11:24:57
7000,バディスポーツ幼育園　筑紫野校,ﾊﾞﾃﾞｨｽﾎﾟｰﾂﾖｳｲｸｴﾝ ﾁｸｼ,バディ筑紫野校　web,,筑紫野市原田1-11-1,,092-926-1002,,1,0,0,99,0,0,0,1,99,1,7000,0,0,502,,,,0,0,0,1,2,2025/09/10 14:04:49
7001,バディスポーツ幼育園　筑紫野校（別注）,ﾊﾞﾃﾞｨｽﾎﾟｰﾂﾖｳｲｸｴﾝ ﾁｸｼﾉｺｳ(ﾍﾞｯﾁｭｳ,バディ筑紫野別注内税,,筑紫野市原田1-11-1,,092-926-1002,,1,0,0,99,0,0,0,1,99,1,7001,0,0,502,,,,0,0,0,1,2,2025/09/02 14:06:48
7002,バディスポーツ幼育園筑紫野校　先生用,ﾊﾞﾃﾞｲﾁｸｼﾉ ｾﾝｾｲ,バディ筑紫野　先生,,筑紫野市原田1-11-1,,092-926-1002,,1,0,0,99,0,0,0,1,99,1,7002,0,0,503,,,,0,1,0,1,2,2025/09/02 14:07:22
7003,バディスポーツ幼育園筑紫野校　2号認定,"ﾊﾞﾃﾞｨﾁｸｼﾉｺｳ2ｺﾞｳ ",バディ筑紫野校　2号,,筑紫野市原田1-11-1,,092-926-1002,,1,0,0,99,0,0,0,1,99,1,7003,0,0,502,,,,1,1,0,1,2,2025/09/10 14:09:33
7004,バディスポーツ幼育園筑紫野校　別注,ﾊﾞﾃﾞｨﾁｸｼﾉ ﾍﾞｯﾁｭｳ,バディ筑紫野別注外税,,筑紫野市原田1-11-1,,092-926-1002,,1,0,0,99,0,0,0,1,99,1,7004,0,0,502,,,,0,1,0,1,2,2025/09/02 14:08:36
7005,ﾊﾞﾃﾞｨｽﾎﾟｰﾂ筑紫野校　セミジュニア未就組,ﾊﾞﾃﾞｨﾁｸｼﾉｺｳ ｾﾐｼﾞｭﾆｱﾐｼｭｳｸ ｾﾐｼﾞｭ,バディ筑紫野セミジュニア,,筑紫野市原田1-11-1,,092-926-1002,,1,0,0,99,0,0,0,1,99,1,7005,0,0,503,,,,1,1,0,1,2,2025/09/02 14:09:09
7006,バディスポーツ筑紫野校　セミジュニア3号認定,ﾊﾞﾃﾞｨ ﾁｸｼﾉｺｳｾﾐｼﾞｭﾆｱ3ｺﾞｳ,バディ紫野ｾﾐｼﾞｭﾆｱ,,筑紫野市原田1-11-1,,092-926-1002,,1,0,0,99,0,0,0,1,99,1,7006,0,0,503,,,,1,1,0,1,2,2025/09/02 14:09:49
7007,バディスポーツ筑紫野校　セミジュニア　1号認定,ﾊﾞﾃﾞｨﾁｸｼﾉ ｾﾐｼﾞｭﾆｱ1ｺﾞｳ,バディ筑紫野　セミジュニア,,筑紫野市原田1-11-1,,092-926-1002,,1,0,0,99,0,0,0,1,99,1,7007,0,0,503,,,,1,1,0,1,2,2025/09/02 14:10:39
7008,バディスポーツ幼育園筑紫野校　学童,ﾊﾞﾃﾞｨｽﾎﾟｰﾂﾖｳｲｸｴﾝﾁｸｼﾉｺｳｶﾞｸﾄﾞｳﾊﾞ,バディ筑紫野校学童,,筑紫野市原田1-11-1,,092-926-1002,,1,0,0,99,0,0,0,1,99,1,7008,0,0,502,,,,1,0,0,1,2,2025/09/02 14:13:38
7009,スポーツハシリティー株式会社,ｽﾎﾟｰﾂﾌｧｼﾘﾃｨｰ,ｽﾎﾟｰﾂﾌｧｼﾘﾃｨｰ,106-0031,東京都港区西麻布2-13-15,第２横芝ビル701,,,1,0,0,99,0,0,0,1,99,1,7009,0,0,502,,,,0,0,0,1,2,2024/04/15 9:02:16
7010,BUDDY GSA International School,ﾊﾞﾃﾞｨｼﾞｰｴｽｴｰｲﾝﾀｰﾅｼｮﾅﾙ,BUDDY GSA InternationalSch web,,筑紫野市原田1-11-1,,092-926-8856,,1,0,0,99,0,0,0,1,99,1,7010,0,0,502,,,,1,0,0,1,2,2025/09/10 14:10:35
7011,BUDDY GSA International School　別注　外税,BGIS ﾍﾞｯﾁｭｳ ｿﾄｾﾞｲ,BUDDY GSA International School,,筑紫野市原田1-11-1,,092-926-1002,,1,0,0,99,0,0,0,1,99,1,7011,0,0,502,,,,1,1,0,1,2,2025/09/02 15:11:28
7012,BUDDY GSA International School　サマースクール,BGIS ｻﾏｰｽｸｰﾙ,BGIS　サマースクール,,筑紫野市原田1-11-1,,092-926-8856,,1,0,0,99,0,0,0,1,99,1,7012,0,0,502,,,,1,1,0,1,2,2025/09/02 15:12:22
7013,BUDDY GSA International School　特別保育,BGIS ﾄｸﾍﾞﾂﾎｲｸ,BGIS　特別保育,,筑紫野市原田1-11-1,,092-926-8856,,1,0,0,99,0,0,0,1,99,1,7013,0,0,502,,,,1,0,0,1,2,2025/09/02 15:12:59
7020,株式会社　バディスポーツ,ﾊﾞﾃﾞｨｽﾎﾟｰﾂ,バディスポーツ,,筑紫野市原田1-11-1,,092-926-1002,,1,0,0,99,0,0,0,1,99,1,7020,0,0,261,,,,0,0,0,1,2,2024/07/18 13:13:04
7100,バディスポーツ幼育園　博多南校,ﾊﾞﾃﾞｨｽﾎﾟｰﾂﾖｳｲｸｴﾝ ﾊｶﾀ,バディ博多南校　web,,筑紫郡那珂川町五郎丸1-97,,092-953-7222,,1,0,0,99,0,0,0,1,99,1,7100,0,0,260,,,,0,0,0,1,2,2025/09/10 14:05:27
